Warehouse_block,Mode_of_Shipment,Customer_care_calls,Customer_rating,Cost_of_the_Product,Prior_purchases,Product_importance,Gender,Discount_offered,Weight_in_gms,target
A,Ship,3,2,259,6,medium,M,1,5873,No
B,Ship,3,5,109,4,medium,F,4,4308,No
D,Ship,4,1,261,3,low,F,10,5943,No
C,Ship,3,1,153,2,low,F,6,1314,Yes
F,Ship,4,5,133,3,low,M,59,1092,Yes
F,Road,6,4,306,4,low,M,9,1595,No
F,Flight,4,1,152,5,medium,M,8,5711,No
A,Ship,4,4,254,3,low,M,7,5637,No
F,Flight,4,4,198,6,medium,M,9,5730,Yes
D,Ship,4,5,147,2,medium,F,19,1940,Yes
D,Flight,5,4,271,3,medium,F,16,2563,Yes
B,Ship,3,1,200,2,low,F,44,2651,Yes
F,Road,5,2,266,7,low,F,12,2056,Yes
A,Flight,7,1,302,4,low,M,4,1647,No
F,Ship,4,4,273,3,low,F,3,5749,Yes
C,Ship,4,5,151,4,medium,M,3,5470,No
F,Flight,5,1,211,2,medium,M,1,5913,Yes
F,Ship,3,5,147,4,high,M,10,5164,Yes
F,Flight,5,3,218,5,low,F,6,1278,Yes
F,Road,5,5,190,4,medium,M,12,2947,Yes
A,Flight,2,2,242,6,low,F,63,3144,Yes
F,Ship,4,3,140,2,low,F,22,1248,Yes
F,Flight,5,3,146,3,low,M,41,1204,Yes
C,Ship,3,2,178,2,medium,F,2,4122,No
D,Flight,3,2,257,3,medium,M,9,5236,No
D,Road,3,2,269,4,medium,M,1,5797,No
F,Ship,6,2,293,5,low,F,3,1969,No
D,Flight,6,1,273,4,medium,F,6,1524,No
B,Ship,3,5,185,4,low,M,9,5704,No
A,Flight,2,2,255,3,low,M,59,1514,Yes
A,Ship,4,3,214,2,low,M,57,2078,Yes
B,Ship,4,2,204,3,medium,M,14,3829,Yes
C,Flight,2,2,242,3,high,M,9,4717,No
F,Ship,4,3,208,3,medium,F,7,4525,Yes
A,Flight,3,5,151,3,low,F,1,4088,No
F,Ship,2,3,158,3,low,M,10,1515,Yes
D,Ship,4,3,169,10,medium,F,6,5106,Yes
B,Ship,6,2,274,4,medium,M,8,1626,Yes
A,Road,5,4,233,3,low,M,8,5076,Yes
F,Road,5,2,256,3,medium,M,6,5604,Yes
F,Ship,2,5,252,2,low,F,21,2070,Yes
B,Ship,3,3,162,2,medium,M,65,1184,Yes
D,Ship,3,1,286,4,medium,M,4,5106,No
F,Road,6,1,259,3,low,F,3,5683,No
A,Flight,3,5,169,3,high,F,5,5750,No
F,Road,5,4,172,3,low,F,3,5064,Yes
B,Ship,5,5,245,5,low,M,5,1252,No
F,Ship,5,5,141,3,low,M,4,4534,No
F,Flight,3,5,138,3,low,F,37,1266,Yes
C,Ship,3,1,249,2,low,F,2,5572,Yes
F,Ship,4,3,232,3,medium,F,8,5298,Yes
F,Ship,5,1,137,5,low,M,4,4586,Yes
F,Ship,4,5,237,5,low,M,2,1357,Yes
D,Ship,3,2,133,2,low,F,3,4677,Yes
D,Ship,3,1,166,2,high,F,6,5905,Yes
F,Ship,3,4,102,3,medium,M,9,4111,No
C,Ship,6,2,261,4,medium,M,8,1891,No
A,Ship,4,2,136,2,medium,M,19,1387,Yes
C,Ship,5,4,185,4,medium,M,31,3565,Yes
F,Ship,4,5,158,4,low,F,4,1595,Yes
F,Ship,5,5,174,6,medium,F,26,1184,Yes
D,Ship,3,5,126,2,low,F,63,1141,Yes
B,Road,3,1,112,5,medium,F,41,1249,Yes
B,Flight,5,1,270,2,high,M,10,5360,No
B,Flight,3,3,215,2,low,F,2,5661,No
A,Road,3,1,154,2,low,F,44,1994,Yes
A,Flight,5,2,264,8,high,M,2,5252,Yes
F,Ship,3,3,169,2,medium,F,8,4281,Yes
A,Flight,3,4,150,3,low,F,11,1861,Yes
D,Ship,3,3,175,3,medium,F,32,1848,Yes
F,Road,4,1,167,3,low,F,10,1616,Yes
C,Ship,3,1,263,2,medium,M,9,4868,Yes
B,Ship,4,4,196,4,low,F,10,4871,Yes
B,Ship,6,5,174,3,medium,F,32,1921,Yes
A,Road,4,5,182,3,medium,F,2,4473,No
B,Ship,3,4,151,3,medium,F,3,4938,No
A,Flight,2,3,237,3,medium,M,2,5331,No
F,Ship,4,1,177,2,low,F,22,1698,Yes
A,Ship,4,5,202,3,low,F,38,2651,Yes
F,Ship,4,3,149,6,medium,M,5,5456,Yes
A,Ship,4,3,109,2,medium,F,4,5407,No
A,Ship,4,1,267,4,medium,M,2,4024,No
F,Road,3,2,254,2,medium,F,10,5608,No
F,Ship,6,3,136,3,low,F,10,1826,No
C,Ship,7,2,302,5,medium,M,5,1614,No
F,Ship,4,2,184,3,low,F,63,3609,Yes
B,Ship,5,5,177,4,medium,F,2,4873,No
A,Ship,3,1,146,2,medium,F,8,5375,No
C,Flight,3,3,214,2,medium,F,4,3754,Yes
D,Ship,4,1,168,2,low,M,3,4665,Yes
F,Road,5,5,245,4,medium,F,12,2225,Yes
D,Road,2,3,255,3,low,M,27,3484,Yes
B,Ship,3,2,123,4,low,F,10,5891,No
C,Road,4,3,134,3,low,M,51,1965,Yes
D,Ship,5,2,261,3,low,M,62,3352,Yes
C,Flight,5,2,233,3,high,F,4,4140,No
B,Ship,3,4,194,3,medium,M,3,2169,Yes
F,Ship,4,4,266,2,low,F,5,5601,No
F,Ship,4,5,233,3,medium,F,7,5604,Yes
D,Flight,4,4,215,2,low,F,7,5151,Yes
A,Road,4,2,140,3,medium,F,49,1820,Yes
D,Ship,4,5,108,6,medium,M,46,1882,Yes
F,Ship,3,1,152,2,low,F,25,1848,Yes
F,Ship,2,3,192,2,low,F,31,2621,Yes
B,Ship,4,3,237,3,medium,F,8,5045,Yes
C,Ship,6,1,244,4,low,F,7,1007,No
F,Road,5,3,138,2,low,M,13,1056,Yes
C,Ship,3,3,205,5,medium,M,35,2988,Yes
F,Ship,3,1,176,3,low,F,7,4276,No
B,Flight,4,4,141,2,low,F,30,1130,Yes
C,Ship,6,4,263,4,low,M,3,1276,No
D,Ship,4,1,100,6,medium,M,6,5841,No
D,Ship,4,1,183,3,low,M,3,5178,Yes
F,Flight,3,2,210,3,low,F,9,4731,Yes
A,Flight,4,4,201,3,high,F,7,2644,Yes
B,Flight,3,1,177,3,low,F,9,4890,Yes
B,Ship,4,1,178,3,low,M,19,1906,Yes
F,Road,4,4,238,2,low,F,4,4337,Yes
F,Road,5,1,239,5,low,F,6,1815,No
D,Ship,3,1,167,2,low,M,1,5749,No
F,Ship,5,5,228,5,low,F,6,4506,No
C,Ship,3,3,146,2,low,M,50,1486,Yes
B,Ship,5,5,183,3,medium,F,3,4071,Yes
B,Road,3,2,178,2,medium,F,22,1247,Yes
A,Ship,5,3,177,3,low,F,1,1916,Yes
B,Ship,5,3,259,5,low,M,2,1730,No
F,Flight,2,2,167,2,medium,F,3,5894,Yes
F,Ship,4,5,246,5,low,F,2,1024,Yes
F,Ship,3,1,207,3,medium,F,56,3482,Yes
F,Ship,5,5,286,3,low,F,18,3163,Yes
F,Ship,5,5,248,5,medium,F,1,1945,Yes
A,Road,4,2,252,5,medium,M,7,1134,Yes
B,Ship,4,2,257,3,medium,M,8,5045,Yes
B,Flight,3,1,267,2,low,M,7,4486,Yes
C,Flight,2,4,139,4,high,M,3,5041,No
D,Road,5,4,260,5,low,M,10,1708,Yes
A,Ship,6,1,250,4,low,M,10,1623,Yes
A,Ship,3,3,165,2,medium,M,1,4768,No
C,Road,3,3,169,3,low,M,10,5147,No
F,Ship,4,4,243,5,medium,M,2,1842,No
F,Road,4,5,234,5,low,F,1,1991,Yes
A,Ship,4,3,264,6,medium,F,7,1178,Yes
A,Road,2,2,165,3,medium,F,10,4080,Yes
B,Ship,4,2,162,3,low,M,7,5614,No
F,Ship,3,5,167,2,low,F,2,4141,No
F,Road,3,4,226,2,high,F,8,5793,No
F,Ship,4,2,229,4,low,M,8,5385,No
F,Flight,5,1,241,4,medium,F,19,2193,Yes
C,Ship,4,1,165,2,medium,F,5,5014,Yes
C,Ship,3,4,181,2,medium,F,45,3448,Yes
B,Ship,3,1,167,3,medium,M,10,4341,Yes
B,Ship,4,2,249,4,medium,M,4,5418,Yes
F,Flight,5,3,202,3,high,M,41,3536,Yes
F,Road,5,1,171,5,medium,F,8,4699,No
B,Road,3,3,151,3,low,F,24,1139,Yes
F,Road,6,1,247,3,low,M,1,4637,Yes
A,Road,3,1,197,2,low,M,4,3621,Yes
F,Flight,4,4,263,2,medium,M,2,5797,Yes
F,Road,3,1,177,2,low,M,38,1099,Yes
B,Road,3,1,242,4,low,M,10,4809,Yes
B,Flight,3,4,179,2,medium,M,5,1340,No
F,Flight,4,4,260,5,low,F,5,1178,Yes
C,Ship,5,3,266,5,medium,F,2,1510,Yes
F,Road,2,2,270,4,low,M,6,5585,No
F,Road,5,5,266,4,medium,M,62,2201,Yes
F,Ship,4,2,162,4,medium,M,7,5294,No
B,Ship,5,3,240,5,low,M,6,1489,No
F,Flight,3,4,223,10,low,F,9,4337,No
A,Ship,4,1,173,2,low,M,5,4688,No
B,Ship,5,2,239,5,medium,F,6,1365,Yes
A,Flight,4,1,219,3,low,M,3,5223,Yes
F,Ship,6,2,204,4,medium,F,2,4431,No
F,Ship,4,4,175,3,low,M,8,5944,Yes
C,Ship,3,1,170,3,high,F,6,5750,No
A,Ship,5,3,199,3,low,F,3,4885,Yes
A,Ship,5,5,227,5,medium,M,5,1186,No
B,Flight,4,2,181,3,low,M,4,5078,No
F,Road,6,5,282,4,medium,M,3,1385,No
B,Road,3,1,207,3,low,F,5,4643,Yes
C,Ship,4,2,174,3,low,M,9,1682,Yes
B,Flight,3,2,199,3,low,F,8,5431,No
A,Ship,6,5,279,4,low,M,7,1447,No
B,Flight,4,3,148,3,medium,M,8,4240,Yes
F,Ship,4,2,146,3,low,F,9,5871,Yes
F,Ship,5,3,258,5,low,F,4,1665,Yes
A,Flight,4,4,237,5,medium,F,6,4586,No
D,Flight,3,1,230,3,medium,F,6,4392,No
F,Flight,4,2,172,3,medium,F,59,1858,Yes
C,Ship,4,2,192,3,low,F,4,5578,Yes
B,Ship,3,2,255,3,medium,F,8,4471,No
A,Ship,4,3,104,5,low,F,6,4617,Yes
D,Ship,3,1,131,6,medium,M,8,5352,No
A,Ship,3,4,165,3,high,M,10,4910,No
F,Flight,3,2,115,3,low,F,27,1814,Yes
C,Ship,4,1,198,3,medium,F,1,4090,No
D,Ship,3,2,205,2,low,M,6,4853,No
D,Flight,4,2,177,3,low,F,44,1233,Yes
B,Ship,4,5,116,3,medium,M,54,1314,Yes
F,Ship,3,2,183,5,low,F,2,1158,Yes
B,Road,3,5,174,6,medium,F,7,4608,No
A,Ship,4,3,197,4,medium,M,9,4429,No
F,Ship,4,3,142,3,medium,M,1,4900,No
C,Road,4,3,244,3,medium,M,1,3982,Yes
F,Ship,4,4,276,2,medium,F,3,4306,Yes
D,Ship,5,5,237,5,medium,F,9,1709,No
F,Flight,3,5,169,3,medium,M,13,1934,Yes
C,Ship,5,2,168,4,low,M,10,5373,Yes
A,Road,5,2,272,5,low,M,8,1317,No
C,Road,4,4,199,4,medium,F,5,4194,No
D,Ship,5,3,267,6,low,F,8,1421,Yes
F,Ship,4,5,202,2,medium,M,35,3695,Yes
D,Ship,3,2,233,3,medium,M,7,5838,No
D,Flight,4,2,214,2,low,M,49,3416,Yes
C,Ship,4,3,253,6,low,F,4,1788,Yes
A,Ship,2,2,180,3,low,M,33,1217,Yes
B,Ship,5,3,224,2,low,M,6,5962,Yes
A,Ship,5,1,215,4,low,F,56,3905,Yes
D,Ship,4,1,258,3,medium,M,7,4159,No
F,Road,4,3,186,3,low,M,7,5156,Yes
C,Ship,5,2,160,3,high,M,3,4599,No
D,Ship,3,4,187,3,low,M,7,5417,No
F,Ship,5,1,179,3,low,F,7,5814,No
A,Ship,4,3,136,3,medium,M,9,1548,Yes
C,Flight,7,5,258,4,low,F,4,1677,Yes
F,Ship,2,4,114,4,low,M,9,4452,Yes
F,Flight,6,1,272,4,low,F,2,1018,No
F,Road,4,3,268,3,medium,F,23,2996,Yes
C,Road,3,5,241,3,low,F,21,3078,Yes
A,Ship,5,5,162,2,medium,M,6,5868,No
D,Ship,3,1,188,4,medium,F,8,5884,Yes
B,Flight,2,5,193,5,medium,F,13,2882,Yes
A,Ship,4,1,202,3,low,M,7,4788,No
B,Flight,6,5,301,4,low,F,3,1958,No
D,Ship,3,3,149,2,medium,M,18,1225,Yes
F,Ship,5,3,242,5,low,F,10,1846,Yes
F,Ship,2,3,160,4,low,F,53,1850,Yes
F,Ship,2,1,271,8,medium,F,5,4924,No
C,Ship,3,1,221,3,high,M,1,4948,No
B,Ship,2,1,271,2,low,M,7,5875,No
A,Ship,4,2,243,5,medium,F,4,1633,Yes
C,Ship,5,5,240,5,medium,M,10,1574,Yes
F,Ship,3,2,100,4,low,F,10,5163,No
B,Ship,3,2,161,3,medium,F,1,5757,No
A,Ship,5,2,171,6,medium,F,5,5981,Yes
D,Ship,4,5,195,5,medium,F,10,3537,Yes
B,Flight,5,4,147,6,medium,F,21,1145,Yes
A,Flight,5,1,172,2,medium,F,3,4892,No
D,Ship,3,3,262,4,low,M,5,4782,No
A,Ship,3,5,278,4,medium,F,8,1785,No
A,Ship,4,1,214,5,medium,M,51,2669,Yes
F,Road,3,3,154,10,medium,F,1,5235,Yes
C,Ship,4,3,169,2,low,M,2,1399,Yes
F,Ship,4,2,238,3,low,F,28,1040,Yes
A,Road,3,3,220,3,low,M,7,5323,Yes
D,Road,6,4,220,4,low,M,5,5465,Yes
A,Ship,4,2,272,2,low,F,1,5939,Yes
B,Road,5,2,227,6,medium,F,6,1620,No
B,Flight,3,2,189,3,medium,F,2,4152,Yes
D,Road,3,4,150,3,low,F,5,4950,No
D,Road,4,5,181,3,medium,M,1,5310,No
F,Ship,3,4,190,10,medium,F,38,2018,Yes
F,Flight,5,4,220,2,medium,M,8,5073,No
F,Ship,5,2,246,2,medium,M,13,2652,Yes
C,Ship,5,5,132,3,low,F,2,5552,No
F,Ship,3,2,184,5,high,F,26,3336,Yes
A,Ship,3,2,224,3,medium,M,8,5869,No
F,Ship,3,3,261,4,low,M,3,5722,Yes
B,Ship,3,3,249,4,low,M,7,5868,Yes
F,Flight,4,2,185,3,low,M,27,3410,Yes
B,Ship,2,1,271,6,low,F,2,4237,Yes
B,Ship,5,1,198,4,low,F,5,5719,No
A,Ship,4,2,154,2,medium,F,6,4705,Yes
C,Ship,4,4,258,2,medium,F,5,4562,No
D,Road,5,4,236,5,medium,F,4,1948,No
C,Ship,3,2,165,2,low,F,24,1966,Yes
A,Ship,5,5,145,2,medium,M,48,1834,Yes
F,Ship,4,5,296,2,medium,M,1,1678,No
D,Road,4,3,228,5,medium,M,8,1753,Yes
F,Ship,4,2,273,5,low,F,4,1223,Yes
F,Ship,3,1,270,3,medium,F,61,3582,Yes
B,Flight,3,4,213,3,low,F,4,5481,Yes
D,Ship,3,3,230,3,medium,F,2,4742,Yes
C,Ship,3,5,137,3,low,M,3,5497,Yes
B,Ship,3,3,186,3,low,M,24,3262,Yes
C,Road,6,4,289,4,low,F,1,1656,No
A,Ship,5,4,260,5,low,F,2,1178,Yes
C,Flight,5,1,225,3,low,M,8,4539,No
B,Ship,4,1,144,4,medium,M,6,5197,Yes
F,Ship,4,1,132,3,low,M,63,1901,Yes
C,Flight,5,1,233,5,medium,M,4,1622,No
F,Ship,4,2,201,2,medium,M,6,5729,No
D,Flight,3,4,174,3,low,F,10,4998,Yes
A,Ship,5,3,150,3,low,M,10,4799,Yes
F,Ship,3,2,274,3,medium,F,50,3958,Yes
C,Ship,4,5,198,3,medium,M,33,2129,Yes
D,Ship,7,1,290,4,low,M,4,1488,No
A,Ship,4,2,253,3,medium,F,7,5813,Yes
D,Flight,3,1,161,3,low,M,9,4865,Yes
B,Road,4,3,272,4,low,M,61,2857,Yes
A,Ship,4,5,273,3,low,F,1,5043,Yes
A,Ship,7,3,296,4,medium,F,2,1304,Yes
B,Ship,3,5,190,3,low,M,9,4468,No
F,Flight,4,3,224,2,medium,M,8,5961,Yes
A,Ship,3,2,156,8,medium,M,6,5637,Yes
F,Ship,6,1,260,4,low,F,6,1766,No
A,Ship,3,3,133,3,low,F,2,4926,No
D,Ship,3,2,176,2,medium,F,1,5292,No
F,Ship,5,3,256,5,medium,M,5,1080,Yes
F,Ship,7,1,247,4,medium,M,6,1297,Yes
F,Flight,6,4,247,4,low,F,2,1326,No
C,Ship,3,1,135,2,medium,M,2,4163,No
D,Flight,4,2,214,3,medium,F,20,2009,Yes
C,Ship,4,3,261,3,low,F,9,5994,Yes
F,Road,3,3,266,2,medium,M,46,3594,Yes
A,Ship,4,4,201,2,medium,F,8,5790,No
B,Ship,4,3,135,2,medium,F,53,1073,Yes
A,Flight,4,1,250,2,low,M,17,3544,Yes
B,Ship,3,2,256,3,low,M,1,4932,No
F,Ship,4,4,172,4,medium,M,7,4834,No
F,Ship,6,5,154,10,medium,F,14,1204,Yes
B,Ship,4,3,187,4,low,M,9,5699,Yes
B,Road,3,4,200,3,medium,F,49,2942,Yes
A,Ship,3,1,223,3,low,F,22,3795,Yes
B,Ship,4,3,210,3,low,M,9,5556,No
C,Ship,5,4,236,5,medium,F,7,1017,No
D,Ship,3,2,109,3,medium,F,15,1710,Yes
A,Ship,4,5,164,2,low,F,9,5453,No
D,Road,4,2,209,2,medium,M,3,5607,No
A,Ship,3,2,245,4,medium,M,60,2178,Yes
A,Flight,3,1,230,2,low,F,4,4387,Yes
B,Ship,4,4,273,2,medium,M,6,5676,Yes
B,Ship,4,1,232,5,medium,F,6,1247,No
F,Road,3,4,284,10,low,M,8,4562,Yes
F,Road,3,2,133,5,medium,M,9,5744,Yes
F,Ship,4,1,154,2,low,M,1,5578,No
B,Ship,3,3,139,2,low,M,9,1177,Yes
B,Ship,2,4,162,3,low,F,34,1558,Yes
C,Flight,5,1,239,5,low,F,7,1859,Yes
C,Ship,4,1,214,2,low,F,10,4447,No
D,Ship,5,2,237,4,low,M,5,5623,Yes
F,Flight,4,2,134,2,low,F,43,1714,Yes
F,Ship,6,3,248,4,low,F,6,1997,Yes
A,Ship,3,3,206,3,low,F,3,5746,Yes
D,Flight,5,5,156,2,low,M,44,1561,Yes
D,Ship,5,3,250,2,low,F,14,2064,Yes
C,Ship,7,4,284,4,low,M,3,1751,Yes
F,Ship,4,3,175,4,medium,F,5,5177,Yes
C,Ship,3,3,232,2,medium,F,8,5544,Yes
D,Ship,3,2,273,3,low,F,12,2154,Yes
B,Ship,3,3,216,4,low,F,9,5107,Yes
B,Road,6,2,161,4,low,F,9,1377,No
C,Ship,3,2,151,3,low,M,40,1173,Yes
F,Ship,6,3,280,4,low,M,2,1753,No
C,Ship,2,3,234,4,low,M,44,3134,Yes
F,Ship,4,4,216,2,medium,M,2,5840,Yes
B,Ship,5,3,230,3,medium,F,3,2923,Yes
D,Ship,4,4,175,2,medium,F,10,4927,No
C,Flight,4,3,221,4,low,F,1,4865,No
C,Ship,2,5,286,6,medium,F,5,5490,No
B,Ship,4,1,188,2,low,M,6,5894,Yes
C,Ship,5,2,225,3,medium,M,1,2049,Yes
F,Flight,3,1,246,3,low,F,10,4707,Yes
C,Road,3,3,150,4,medium,F,1,4662,No
F,Ship,3,3,168,2,low,M,1,5097,Yes
F,Road,4,5,222,3,medium,F,8,4950,No
B,Flight,5,4,229,2,medium,M,9,3667,Yes
D,Ship,3,5,137,4,high,F,62,1477,Yes
F,Road,3,2,134,2,medium,F,45,1946,Yes
F,Ship,4,4,143,8,medium,F,39,1345,Yes
F,Ship,4,2,262,4,low,M,2,5311,No
C,Ship,3,5,193,3,low,F,47,3523,Yes
B,Road,3,5,181,3,medium,M,9,4191,No
F,Ship,4,1,198,4,low,F,5,5182,No
B,Ship,5,2,235,2,low,F,61,3451,Yes
B,Road,3,3,167,3,low,F,8,4420,No
B,Ship,5,5,263,4,low,F,9,1551,No
C,Road,3,2,254,2,low,M,37,2469,Yes
A,Road,2,3,154,4,high,F,17,1897,Yes
B,Flight,4,5,158,5,medium,F,55,1936,Yes
A,Road,5,2,221,6,medium,M,2,1781,Yes
F,Flight,3,4,196,4,low,M,5,4749,Yes
C,Ship,5,4,263,4,low,F,2,1625,No
B,Ship,4,2,275,6,medium,M,9,1890,No
F,Flight,5,4,240,4,medium,F,2,5215,No
A,Flight,3,3,178,4,high,M,3,4154,Yes
D,Ship,3,5,194,3,low,M,6,4295,Yes
F,Flight,3,5,130,5,low,F,27,1891,Yes
F,Road,4,1,272,4,high,M,1,5597,No
D,Road,5,2,236,2,low,M,24,3679,Yes
C,Flight,5,3,217,2,low,F,4,5588,No
C,Ship,3,4,198,3,low,F,3,5322,No
F,Ship,4,2,227,2,low,M,8,4878,Yes
F,Ship,6,3,144,7,high,F,8,5646,Yes
B,Ship,5,2,196,3,low,F,4,4271,No
B,Ship,3,4,154,2,medium,F,43,1542,Yes
F,Ship,5,4,219,2,medium,F,5,4919,Yes
F,Ship,4,4,240,2,medium,F,4,5101,No
B,Road,4,2,238,5,medium,M,9,4618,No
D,Flight,4,1,173,4,low,F,5,5530,Yes
A,Ship,4,5,155,4,high,F,54,1408,Yes
C,Road,4,2,262,3,low,F,9,4941,No
D,Ship,4,2,259,5,medium,F,2,1054,No
F,Ship,5,1,216,10,medium,F,2,5672,No
C,Ship,3,1,210,3,medium,M,4,5683,No
D,Flight,6,3,297,5,low,F,5,1657,No
B,Ship,4,1,270,3,low,F,6,5212,No
C,Ship,6,1,123,5,medium,M,5,5323,Yes
A,Ship,3,1,238,6,medium,F,59,3375,Yes
F,Ship,5,5,125,3,low,M,10,4997,No
B,Ship,4,1,113,3,low,F,60,1200,Yes
D,Ship,4,5,200,4,low,F,1,4885,No
F,Ship,3,5,221,2,low,F,6,5289,No
B,Ship,6,4,257,6,low,F,7,4265,No
C,Road,6,2,140,2,high,M,1,4053,No
D,Ship,3,2,220,3,low,M,22,2818,Yes
F,Ship,4,4,170,3,low,M,29,1188,Yes
A,Road,6,2,290,5,medium,M,8,1512,Yes
D,Ship,4,1,135,10,medium,M,35,1989,Yes
B,Road,2,3,242,2,medium,F,1,5892,Yes
F,Flight,3,5,207,4,low,M,10,4092,Yes
A,Ship,3,5,270,3,medium,M,5,4843,Yes
F,Ship,3,1,243,3,medium,M,6,5371,No
C,Ship,3,4,252,2,medium,F,6,4040,Yes
D,Ship,2,4,121,5,low,M,32,1788,Yes
B,Ship,5,2,157,3,low,M,1,1798,Yes
F,Ship,5,3,206,2,medium,F,59,3278,Yes
C,Flight,3,4,148,2,low,F,5,4693,Yes
F,Ship,6,2,292,4,low,F,2,1565,No
A,Flight,5,2,224,4,medium,M,43,2336,Yes
F,Ship,5,5,198,2,high,M,3,5249,No
B,Road,4,3,240,3,medium,M,6,4964,No
B,Ship,5,2,244,3,low,M,8,3571,Yes
C,Ship,5,2,270,3,medium,F,5,5950,Yes
F,Ship,4,5,177,3,medium,F,7,4243,Yes
D,Ship,3,3,148,3,low,F,8,5622,No
F,Road,4,2,167,4,low,F,20,1705,Yes
B,Ship,3,2,262,4,low,M,1,4745,Yes
D,Flight,4,3,149,3,low,F,3,5542,No
F,Road,3,2,199,2,medium,F,7,5531,Yes
B,Ship,3,2,192,3,low,F,19,3183,Yes
C,Ship,2,1,180,2,medium,F,31,1078,Yes
B,Ship,3,4,261,4,medium,F,7,5731,No
B,Ship,3,4,215,3,high,F,5,4670,Yes
B,Flight,4,2,199,3,low,M,4,4070,No
A,Ship,5,2,179,3,medium,M,5,4325,Yes
C,Ship,4,3,254,2,high,F,3,4930,No
D,Road,4,2,202,3,low,M,8,4575,Yes
F,Ship,5,2,265,2,high,M,24,2415,Yes
D,Road,5,1,187,2,low,F,7,4792,No
F,Road,3,2,257,2,medium,M,8,4242,Yes
C,Flight,4,4,143,2,medium,M,58,1038,Yes
A,Road,4,5,155,3,medium,M,3,5939,Yes
C,Ship,4,3,264,5,medium,M,3,1639,No
B,Road,5,2,272,2,low,F,1,5412,No
F,Ship,3,3,209,3,high,F,2,4036,Yes
D,Ship,6,2,255,4,low,M,9,1157,No
C,Road,4,1,239,3,medium,F,9,4930,Yes
F,Road,5,3,146,4,low,M,5,1718,Yes
F,Ship,6,3,166,3,low,F,2,5559,No
F,Ship,4,5,246,6,low,M,64,2271,Yes
D,Ship,6,5,264,4,low,F,4,1822,Yes
F,Ship,5,4,151,2,low,F,10,5643,Yes
F,Ship,7,5,306,4,medium,F,2,1281,No
F,Ship,5,4,271,2,medium,F,6,4801,Yes
B,Ship,5,5,184,3,medium,M,7,4742,No
C,Ship,4,5,192,3,medium,F,41,3873,Yes
F,Ship,4,4,272,2,low,M,7,4042,Yes
A,Ship,4,3,263,5,low,F,10,1762,No
D,Flight,3,3,203,3,medium,M,7,4977,Yes
A,Road,4,2,245,2,low,M,1,5978,No
F,Ship,3,4,158,2,medium,M,7,4744,No
D,Road,6,4,205,4,low,F,10,1974,Yes
D,Flight,2,2,128,2,low,M,17,1824,Yes
F,Road,3,1,149,3,medium,M,5,4805,Yes
D,Ship,6,4,241,6,high,F,61,2806,Yes
A,Road,5,3,230,3,medium,M,4,4914,Yes
F,Road,4,5,135,2,high,F,22,1195,Yes
F,Ship,6,5,189,2,high,M,4,5898,Yes
D,Flight,4,5,156,3,low,F,60,1553,Yes
F,Ship,6,2,247,4,medium,M,1,1668,No
A,Road,5,1,177,2,medium,M,9,4881,No
F,Road,2,2,145,3,medium,F,5,6102,Yes
F,Ship,4,3,260,3,medium,F,4,5770,Yes
F,Ship,4,5,116,3,medium,F,9,1314,Yes
B,Ship,4,4,231,5,low,F,6,5482,No
F,Ship,7,5,255,4,low,F,2,1826,Yes
C,Flight,4,2,237,2,medium,F,6,2965,Yes
F,Ship,5,2,254,5,medium,F,4,1926,No
F,Road,4,4,139,3,high,F,64,1415,Yes
F,Road,4,5,263,3,medium,F,32,3723,Yes
F,Ship,3,4,111,5,medium,F,1,4102,No
B,Ship,2,2,133,3,low,M,5,1268,Yes
C,Ship,2,4,158,5,medium,F,2,4303,Yes
F,Ship,4,1,114,3,medium,F,9,1240,Yes
D,Ship,2,3,198,2,medium,F,6,1730,Yes
F,Ship,7,5,278,4,low,M,1,1210,No
D,Ship,4,1,261,4,low,F,58,3427,Yes
F,Ship,3,5,143,2,low,M,8,4754,Yes
A,Ship,3,2,158,7,medium,M,10,4244,Yes
C,Flight,3,2,262,2,low,M,5,5747,Yes
B,Ship,5,2,284,4,low,M,1,4171,Yes
F,Ship,3,5,147,2,medium,M,6,4350,No
C,Ship,3,1,134,3,medium,M,10,4200,No
B,Ship,4,1,145,3,low,M,3,5618,Yes
D,Flight,4,3,233,5,low,M,2,1079,No
C,Flight,4,1,203,4,low,M,34,3813,Yes
B,Road,5,4,199,5,medium,F,6,4417,Yes
D,Flight,4,4,200,3,low,M,19,2976,Yes
F,Flight,5,2,234,5,medium,M,7,1524,No
C,Ship,3,1,269,3,low,M,47,3033,Yes
F,Ship,2,5,278,4,low,M,34,3416,Yes
F,Flight,2,2,248,2,low,M,46,3707,Yes
A,Road,3,4,182,3,medium,F,7,5409,Yes
F,Flight,4,4,264,3,low,F,2,4279,Yes
B,Ship,5,1,245,5,low,F,5,1996,Yes
C,Ship,3,1,218,3,low,M,4,2304,Yes
F,Road,4,5,248,2,medium,M,4,4789,Yes
A,Ship,6,1,273,4,low,M,6,1561,No
F,Ship,3,1,170,2,low,F,2,5662,Yes
A,Ship,4,2,270,5,low,F,10,1340,No
C,Ship,5,2,248,5,medium,F,1,1845,Yes
D,Flight,3,3,199,3,medium,F,1,4006,Yes
C,Ship,4,3,260,2,low,M,38,2526,Yes
F,Ship,5,1,251,6,low,F,5,1827,No
